Language,Product ID,Display Name,Description
id,com.cartostar.duo.monthly,CartoStar Duo Bulanan,"Semua yang ada di Pro plus Mode Duo untuk kompatibilitas pasangan. Bandingkan dua peta kelahiran untuk menemukan tujuan ideal untuk bulan madu, relokasi, atau perjalanan di mana keduanya berkembang. Termasuk 100 pertanyaan AI per bulan. Sempurna untuk pasangan. Ditagih bulanan."
id,com.cartostar.duo.annual,CartoStar Duo Tahunan,"Semua yang ada di Pro plus Mode Duo untuk kompatibilitas pasangan dengan harga terbaik. Bandingkan dua peta kelahiran untuk menemukan tujuan bersama yang ideal. Termasuk 100 pertanyaan AI per bulan. Hemat 50%. Sempurna untuk pasangan. Ditagih tahunan."
id,com.cartostar.lifetime,CartoStar Seumur Hidup,"Bayar sekali, miliki selamanya. Termasuk semua fitur Pro dan Duo dengan akses permanen. Globe 3D, peringkat kota, interpretasi garis planet, Mode Duo, dan 200 pertanyaan AI. Semua fitur mendatang termasuk. Pembelian satu kali."
ms,com.cartostar.pro.monthly,CartoStar Pro Bulanan,"Akses penuh ke ciri astrokartografi CartoStar. Termasuk glob 3D interaktif, kedudukan bandar dengan Scout, tafsiran garisan planet, analisis peta kelahiran, dan 50 soalan AI sebulan. Dibilkan bulanan. Batalkan bila-bila masa."
ms,com.cartostar.pro.annual,CartoStar Pro Tahunan,"Akses penuh ke ciri astrokartografi CartoStar pada harga terbaik. Termasuk glob 3D interaktif, kedudukan bandar dengan Scout, tafsiran garisan planet, analisis peta kelahiran, dan 50 soalan AI sebulan. Jimat 50%. Dibilkan tahunan."
ms,com.cartostar.duo.monthly,CartoStar Duo Bulanan,"Semua dalam Pro serta Mod Duo untuk keserasian pasangan. Bandingkan dua peta kelahiran untuk mencari destinasi ideal untuk bulan madu, penempatan semula, atau perjalanan di mana kedua-duanya berkembang. Termasuk 100 soalan AI sebulan. Sesuai untuk pasangan. Dibilkan bulanan."
ms,com.cartostar.duo.annual,CartoStar Duo Tahunan,"Semua dalam Pro serta Mod Duo untuk keserasian pasangan pada harga terbaik. Bandingkan dua peta kelahiran untuk mencari destinasi bersama yang ideal. Termasuk 100 soalan AI sebulan. Jimat 50%. Sesuai untuk pasangan. Dibilkan tahunan."
ms,com.cartostar.lifetime,CartoStar Seumur Hidup,"Bayar sekali, miliki selama-lamanya. Termasuk semua ciri Pro dan Duo dengan akses kekal. Glob 3D, kedudukan bandar, tafsiran garisan planet, Mod Duo, dan 200 soalan AI. Semua ciri masa depan termasuk. Pembelian sekali sahaja."
nl-NL,com.cartostar.pro.monthly,CartoStar Pro Maandelijks,"Volledige toegang tot CartoStar astrocartografie functies. Inclusief interactieve 3D-wereldbol, stadsrankings met Scout, planetaire lijninterpretaties, geboortehoroscoopanalyse en 50 AI-vragen per maand. Maandelijkse facturering. Op elk moment opzeggen."
nl-NL,com.cartostar.pro.annual,CartoStar Pro Jaarlijks,"Volledige toegang tot CartoStar astrocartografie functies voor de beste prijs. Inclusief interactieve 3D-wereldbol, stadsrankings met Scout, planetaire lijninterpretaties, geboortehoroscoopanalyse en 50 AI-vragen per maand. Bespaar 50%. Jaarlijkse facturering."
nl-NL,com.cartostar.duo.monthly,CartoStar Duo Maandelijks,"Alles uit Pro plus Duo-modus voor partnercompatibiliteit. Vergelijk twee geboortehoroscopen om ideale bestemmingen te vinden voor huwelijksreis, verhuizing of reizen waar beide partners floreren. Inclusief 100 AI-vragen per maand. Perfect voor koppels. Maandelijkse facturering."
nl-NL,com.cartostar.duo.annual,CartoStar Duo Jaarlijks,"Alles uit Pro plus Duo-modus voor partnercompatibiliteit voor de beste prijs. Vergelijk twee geboortehoroscopen om ideale gedeelde bestemmingen te vinden. Inclusief 100 AI-vragen per maand. Bespaar 50%. Perfect voor koppels. Jaarlijkse facturering."
nl-NL,com.cartostar.lifetime,CartoStar Levenslang,"Betaal eenmaal, bezit voor altijd. Inclusief alle Pro- en Duo-functies met permanente toegang. 3D-wereldbol, stadsrankings, planetaire lijninterpretaties, Duo-modus en 200 AI-vragen. Alle toekomstige functies inbegrepen. Eenmalige aankoop."
pl,com.cartostar.pro.monthly,CartoStar Pro Miesięczny,"Pełny dostęp do funkcji astrokartografii CartoStar. Zawiera interaktywny globus 3D, rankingi miast ze Scout, interpretacje linii planetarnych, analizę horoskopu urodzeniowego i 50 pytań AI miesięcznie. Rozliczenie miesięczne. Anuluj w dowolnym momencie."
pl,com.cartostar.pro.annual,CartoStar Pro Roczny,"Pełny dostęp do funkcji astrokartografii CartoStar w najlepszej cenie. Zawiera interaktywny globus 3D, rankingi miast ze Scout, interpretacje linii planetarnych, analizę horoskopu urodzeniowego i 50 pytań AI miesięcznie. Oszczędź 50%. Rozliczenie roczne."
pl,com.cartostar.duo.monthly,CartoStar Duo Miesięczny,"Wszystko z Pro plus tryb Duo dla kompatybilności partnerów. Porównaj dwa horoskopy urodzeniowe, aby znaleźć idealne miejsca na miesiąc miodowy, przeprowadzkę lub podróże, gdzie oboje rozkwitają. Zawiera 100 pytań AI miesięcznie. Idealne dla par. Rozliczenie miesięczne."
pl,com.cartostar.duo.annual,CartoStar Duo Roczny,"Wszystko z Pro plus tryb Duo dla kompatybilności partnerów w najlepszej cenie. Porównaj dwa horoskopy urodzeniowe, aby znaleźć idealne wspólne miejsca docelowe. Zawiera 100 pytań AI miesięcznie. Oszczędź 50%. Idealne dla par. Rozliczenie roczne."
pl,com.cartostar.lifetime,CartoStar Dożywotni,"Zapłać raz, posiadaj na zawsze. Zawiera wszystkie funkcje Pro i Duo z trwałym dostępem. Globus 3D, rankingi miast, interpretacje linii planetarnych, tryb Duo i 200 pytań AI. Wszystkie przyszłe funkcje w cenie. Jednorazowy zakup."
tr,com.cartostar.pro.monthly,CartoStar Pro Aylık,"CartoStar astrokartografi özelliklerine tam erişim. Etkileşimli 3D küre, Scout ile şehir sıralamaları, gezegen çizgisi yorumları, doğum haritası analizi ve ayda 50 AI sorusu içerir. Aylık faturalandırma. İstediğiniz zaman iptal edin."
tr,com.cartostar.pro.annual,CartoStar Pro Yıllık,"En iyi fiyatla CartoStar astrokartografi özelliklerine tam erişim. Etkileşimli 3D küre, Scout ile şehir sıralamaları, gezegen çizgisi yorumları, doğum haritası analizi ve ayda 50 AI sorusu içerir. %50 tasarruf edin. Yıllık faturalandırma."
tr,com.cartostar.duo.monthly,CartoStar Duo Aylık,"Pro'daki her şey artı partner uyumluluğu için Duo Modu. Her ikisinin de geliştiği balayı, taşınma veya seyahat için ideal destinasyonları bulmak üzere iki doğum haritasını karşılaştırın. Ayda 100 AI sorusu içerir. Çiftler için mükemmel. Aylık faturalandırma."
tr,com.cartostar.duo.annual,CartoStar Duo Yıllık,"En iyi fiyatla Pro'daki her şey artı partner uyumluluğu için Duo Modu. İdeal ortak destinasyonları bulmak için iki doğum haritasını karşılaştırın. Ayda 100 AI sorusu içerir. %50 tasarruf edin. Çiftler için mükemmel. Yıllık faturalandırma."
tr,com.cartostar.lifetime,CartoStar Ömür Boyu,"Bir kez ödeyin, sonsuza dek sahip olun. Kalıcı erişimle tüm Pro ve Duo özelliklerini içerir. 3D küre, şehir sıralamaları, gezegen çizgisi yorumları, Duo Modu ve 200 AI sorusu. Tüm gelecek özellikler dahil. Tek seferlik satın alma."
uk,com.cartostar.pro.monthly,CartoStar Pro Щомісяця,"Повний доступ до функцій астрокартографії CartoStar. Включає інтерактивний 3D-глобус, рейтинги міст зі Scout, інтерпретації планетарних ліній, аналіз натальної карти та 50 AI-питань на місяць. Щомісячна оплата. Скасування в будь-який час."
uk,com.cartostar.pro.annual,CartoStar Pro Щорічно,"Повний доступ до функцій астрокартографії CartoStar за найкращою ціною. Включає інтерактивний 3D-глобус, рейтинги міст зі Scout, інтерпретації планетарних ліній, аналіз натальної карти та 50 AI-питань на місяць. Економія 50%. Щорічна оплата."
uk,com.cartostar.duo.monthly,CartoStar Duo Щомісяця,"Все з Pro плюс режим Duo для сумісності партнерів. Порівняйте дві натальні карти, щоб знайти ідеальні місця для медового місяця, переїзду або подорожей, де обоє процвітають. Включає 100 AI-питань на місяць. Ідеально для пар. Щомісячна оплата."
uk,com.cartostar.duo.annual,CartoStar Duo Щорічно,"Все з Pro плюс режим Duo для сумісності партнерів за найкращою ціною. Порівняйте дві натальні карти, щоб знайти ідеальні спільні напрямки. Включає 100 AI-питань на місяць. Економія 50%. Ідеально для пар. Щорічна оплата."
uk,com.cartostar.lifetime,CartoStar Назавжди,"Заплатіть один раз, володійте назавжди. Включає всі функції Pro та Duo з постійним доступом. 3D-глобус, рейтинги міст, інтерпретації планетарних ліній, режим Duo та 200 AI-питань. Усі майбутні функції включені. Одноразова покупка."
sv,com.cartostar.pro.monthly,CartoStar Pro Månadsvis,"Full tillgång till CartoStars astrokartografifunktioner. Inkluderar interaktiv 3D-glob, stadsrankningar med Scout, planetlinjetolkningar, födelsehoroskopanalys och 50 AI-frågor per månad. Månadsfakturering. Avbryt när som helst."
sv,com.cartostar.pro.annual,CartoStar Pro Årsvis,"Full tillgång till CartoStars astrokartografifunktioner till bästa pris. Inkluderar interaktiv 3D-glob, stadsrankningar med Scout, planetlinjetolkningar, födelsehoroskopanalys och 50 AI-frågor per månad. Spara 50%. Årsfakturering."
sv,com.cartostar.duo.monthly,CartoStar Duo Månadsvis,"Allt i Pro plus Duo-läge för partnerkompatibilitet. Jämför två födelsehoroskop för att hitta idealiska destinationer för bröllopsresa, flytt eller resor där båda blomstrar. Inkluderar 100 AI-frågor per månad. Perfekt för par. Månadsfakturering."
sv,com.cartostar.duo.annual,CartoStar Duo Årsvis,"Allt i Pro plus Duo-läge för partnerkompatibilitet till bästa pris. Jämför två födelsehoroskop för att hitta idealiska gemensamma destinationer. Inkluderar 100 AI-frågor per månad. Spara 50%. Perfekt för par. Årsfakturering."
sv,com.cartostar.lifetime,CartoStar Livstid,"Betala en gång, äg för alltid. Inkluderar alla Pro- och Duo-funktioner med permanent åtkomst. 3D-glob, stadsrankningar, planetlinjetolkningar, Duo-läge och 200 AI-frågor. Alla framtida funktioner inkluderade. Engångsköp."
da,com.cartostar.pro.monthly,CartoStar Pro Månedlig,"Fuld adgang til CartoStar astrokartografi-funktioner. Inkluderer interaktiv 3D-globus, byrangeringer med Scout, planetlinjetolkninger, fødselshoroskopanalyse og 50 AI-spørgsmål om måneden. Månedlig fakturering. Annuller når som helst."
da,com.cartostar.pro.annual,CartoStar Pro Årlig,"Fuld adgang til CartoStar astrokartografi-funktioner til bedste pris. Inkluderer interaktiv 3D-globus, byrangeringer med Scout, planetlinjetolkninger, fødselshoroskopanalyse og 50 AI-spørgsmål om måneden. Spar 50%. Årlig fakturering."
da,com.cartostar.duo.monthly,CartoStar Duo Månedlig,"Alt i Pro plus Duo-tilstand for partnerkompatibilitet. Sammenlign to fødselshoroskoper for at finde ideelle destinationer til bryllupsrejse, flytning eller rejser, hvor begge trives. Inkluderer 100 AI-spørgsmål om måneden. Perfekt til par. Månedlig fakturering."
da,com.cartostar.duo.annual,CartoStar Duo Årlig,"Alt i Pro plus Duo-tilstand for partnerkompatibilitet til bedste pris. Sammenlign to fødselshoroskoper for at finde ideelle fælles destinationer. Inkluderer 100 AI-spørgsmål om måneden. Spar 50%. Perfekt til par. Årlig fakturering."
da,com.cartostar.lifetime,CartoStar Livstid,"Betal én gang, ej for evigt. Inkluderer alle Pro- og Duo-funktioner med permanent adgang. 3D-globus, byrangeringer, planetlinjetolkninger, Duo-tilstand og 200 AI-spørgsmål. Alle fremtidige funktioner inkluderet. Engangskøb."
no,com.cartostar.pro.monthly,CartoStar Pro Månedlig,"Full tilgang til CartoStars astrokartografi-funksjoner. Inkluderer interaktiv 3D-globus, byrangeringer med Scout, planetlinjetolkninger, fødselshoroskopanalyse og 50 AI-spørsmål per måned. Månedlig fakturering. Avbryt når som helst."
no,com.cartostar.pro.annual,CartoStar Pro Årlig,"Full tilgang til CartoStars astrokartografi-funksjoner til beste pris. Inkluderer interaktiv 3D-globus, byrangeringer med Scout, planetlinjetolkninger, fødselshoroskopanalyse og 50 AI-spørsmål per måned. Spar 50%. Årlig fakturering."
no,com.cartostar.duo.monthly,CartoStar Duo Månedlig,"Alt i Pro pluss Duo-modus for partnerkompatibilitet. Sammenlign to fødselshoroskoper for å finne ideelle destinasjoner for bryllupsreise, flytting eller reiser der begge blomstrer. Inkluderer 100 AI-spørsmål per måned. Perfekt for par. Månedlig fakturering."
no,com.cartostar.duo.annual,CartoStar Duo Årlig,"Alt i Pro pluss Duo-modus for partnerkompatibilitet til beste pris. Sammenlign to fødselshoroskoper for å finne ideelle felles destinasjoner. Inkluderer 100 AI-spørsmål per måned. Spar 50%. Perfekt for par. Årlig fakturering."
no,com.cartostar.lifetime,CartoStar Livstid,"Betal én gang, eie for alltid. Inkluderer alle Pro- og Duo-funksjoner med permanent tilgang. 3D-globus, byrangeringer, planetlinjetolkninger, Duo-modus og 200 AI-spørsmål. Alle fremtidige funksjoner inkludert. Engangskjøp."
fi,com.cartostar.pro.monthly,CartoStar Pro Kuukausittain,"Täysi pääsy CartoStarin astrokartografiaominaisuuksiin. Sisältää interaktiivisen 3D-maapallon, kaupunkirankingit Scoutilla, planeettalinjojen tulkinnat, syntymähoroskoopianalyysin ja 50 AI-kysymystä kuukaudessa. Kuukausilaskutus. Peruuta milloin tahansa."
fi,com.cartostar.pro.annual,CartoStar Pro Vuosittain,"Täysi pääsy CartoStarin astrokartografiaominaisuuksiin parhaaseen hintaan. Sisältää interaktiivisen 3D-maapallon, kaupunkirankingit Scoutilla, planeettalinjojen tulkinnat, syntymähoroskoopianalyysin ja 50 AI-kysymystä kuukaudessa. Säästä 50%. Vuosilaskutus."
fi,com.cartostar.duo.monthly,CartoStar Duo Kuukausittain,"Kaikki Pro:sta plus Duo-tila kumppaniyhteensopivuudelle. Vertaa kahta syntymähoroskooppia löytääksesi ihanteelliset kohteet häämatkalle, muutolle tai matkoille, joissa molemmat kukoistavat. Sisältää 100 AI-kysymystä kuukaudessa. Täydellinen pareille. Kuukausilaskutus."
fi,com.cartostar.duo.annual,CartoStar Duo Vuosittain,"Kaikki Pro:sta plus Duo-tila kumppaniyhteensopivuudelle parhaaseen hintaan. Vertaa kahta syntymähoroskooppia löytääksesi ihanteelliset yhteiset kohteet. Sisältää 100 AI-kysymystä kuukaudessa. Säästä 50%. Täydellinen pareille. Vuosilaskutus."
fi,com.cartostar.lifetime,CartoStar Elinikäinen,"Maksa kerran, omista ikuisesti. Sisältää kaikki Pro- ja Duo-ominaisuudet pysyvällä pääsyllä. 3D-maapallo, kaupunkirankingit, planeettalinjojen tulkinnat, Duo-tila ja 200 AI-kysymystä. Kaikki tulevat ominaisuudet sisältyvät. Kertaostos."
cs,com.cartostar.pro.monthly,CartoStar Pro Měsíčně,"Plný přístup k funkcím astrokartografie CartoStar. Zahrnuje interaktivní 3D globus, žebříčky měst se Scout, interpretace planetárních linií, analýzu rodného horoskopu a 50 AI otázek měsíčně. Měsíční fakturace. Zrušte kdykoli."
cs,com.cartostar.pro.annual,CartoStar Pro Ročně,"Plný přístup k funkcím astrokartografie CartoStar za nejlepší cenu. Zahrnuje interaktivní 3D globus, žebříčky měst se Scout, interpretace planetárních linií, analýzu rodného horoskopu a 50 AI otázek měsíčně. Ušetřete 50%. Roční fakturace."
cs,com.cartostar.duo.monthly,CartoStar Duo Měsíčně,"Vše z Pro plus režim Duo pro kompatibilitu partnerů. Porovnejte dva rodné horoskopy a najděte ideální destinace pro líbánky, stěhování nebo cestování, kde oba prosperují. Zahrnuje 100 AI otázek měsíčně. Perfektní pro páry. Měsíční fakturace."
cs,com.cartostar.duo.annual,CartoStar Duo Ročně,"Vše z Pro plus režim Duo pro kompatibilitu partnerů za nejlepší cenu. Porovnejte dva rodné horoskopy a najděte ideální společné destinace. Zahrnuje 100 AI otázek měsíčně. Ušetřete 50%. Perfektní pro páry. Roční fakturace."
cs,com.cartostar.lifetime,CartoStar Doživotně,"Zaplaťte jednou, vlastněte navždy. Zahrnuje všechny funkce Pro a Duo s trvalým přístupem. 3D globus, žebříčky měst, interpretace planetárních linií, režim Duo a 200 AI otázek. Všechny budoucí funkce zahrnuty. Jednorázový nákup."
sk,com.cartostar.pro.monthly,CartoStar Pro Mesačne,"Plný prístup k funkciám astrokartografie CartoStar. Zahŕňa interaktívny 3D glóbus, rebríčky miest so Scout, interpretácie planetárnych línií, analýzu rodného horoskopu a 50 AI otázok mesačne. Mesačná fakturácia. Zrušte kedykoľvek."
sk,com.cartostar.pro.annual,CartoStar Pro Ročne,"Plný prístup k funkciám astrokartografie CartoStar za najlepšiu cenu. Zahŕňa interaktívny 3D glóbus, rebríčky miest so Scout, interpretácie planetárnych línií, analýzu rodného horoskopu a 50 AI otázok mesačne. Ušetrite 50%. Ročná fakturácia."
sk,com.cartostar.duo.monthly,CartoStar Duo Mesačne,"Všetko z Pro plus režim Duo pre kompatibilitu partnerov. Porovnajte dva rodné horoskopy a nájdite ideálne destinácie pre svadobnú cestu, sťahovanie alebo cestovanie, kde obaja prosperujú. Zahŕňa 100 AI otázok mesačne. Perfektné pre páry. Mesačná fakturácia."
sk,com.cartostar.duo.annual,CartoStar Duo Ročne,"Všetko z Pro plus režim Duo pre kompatibilitu partnerov za najlepšiu cenu. Porovnajte dva rodné horoskopy a nájdite ideálne spoločné destinácie. Zahŕňa 100 AI otázok mesačne. Ušetrite 50%. Perfektné pre páry. Ročná fakturácia."
sk,com.cartostar.lifetime,CartoStar Doživotne,"Zaplaťte raz, vlastnite navždy. Zahŕňa všetky funkcie Pro a Duo s trvalým prístupom. 3D glóbus, rebríčky miest, interpretácie planetárnych línií, režim Duo a 200 AI otázok. Všetky budúce funkcie zahrnuté. Jednorazový nákup."
hu,com.cartostar.pro.monthly,CartoStar Pro Havi,"Teljes hozzáférés a CartoStar asztrokartográfia funkcióihoz. Tartalmazza az interaktív 3D földgömböt, városrangsorokat a Scout-tal, bolygóvonal-értelmezéseket, születési horoszkóp elemzést és havi 50 AI kérdést. Havi számlázás. Bármikor lemondható."
hu,com.cartostar.pro.annual,CartoStar Pro Éves,"Teljes hozzáférés a CartoStar asztrokartográfia funkcióihoz a legjobb áron. Tartalmazza az interaktív 3D földgömböt, városrangsorokat a Scout-tal, bolygóvonal-értelmezéseket, születési horoszkóp elemzést és havi 50 AI kérdést. 50% megtakarítás. Éves számlázás."
hu,com.cartostar.duo.monthly,CartoStar Duo Havi,"Minden a Pro-ból plusz Duo mód a partnerkompatibilitáshoz. Hasonlítson össze két születési horoszkópot, hogy megtalálja az ideális úti célokat nászútra, költözéshez vagy utazáshoz, ahol mindketten virágoznak. Havi 100 AI kérdést tartalmaz. Tökéletes pároknak. Havi számlázás."
hu,com.cartostar.duo.annual,CartoStar Duo Éves,"Minden a Pro-ból plusz Duo mód a partnerkompatibilitáshoz a legjobb áron. Hasonlítson össze két születési horoszkópot, hogy megtalálja az ideális közös úti célokat. Havi 100 AI kérdést tartalmaz. 50% megtakarítás. Tökéletes pároknak. Éves számlázás."
hu,com.cartostar.lifetime,CartoStar Élethosszig,"Fizessen egyszer, örökre birtokolja. Tartalmazza az összes Pro és Duo funkciót állandó hozzáféréssel. 3D földgömb, városrangsorok, bolygóvonal-értelmezések, Duo mód és 200 AI kérdés. Minden jövőbeli funkció benne van. Egyszeri vásárlás."
ro,com.cartostar.pro.monthly,CartoStar Pro Lunar,"Acces complet la funcțiile de astrocartografie CartoStar. Include glob 3D interactiv, clasamente ale orașelor cu Scout, interpretări ale liniilor planetare, analiză a horoscopului natal și 50 de întrebări AI pe lună. Facturare lunară. Anulați oricând."
ro,com.cartostar.pro.annual,CartoStar Pro Anual,"Acces complet la funcțiile de astrocartografie CartoStar la cel mai bun preț. Include glob 3D interactiv, clasamente ale orașelor cu Scout, interpretări ale liniilor planetare, analiză a horoscopului natal și 50 de întrebări AI pe lună. Economisiți 50%. Facturare anuală."
ro,com.cartostar.duo.monthly,CartoStar Duo Lunar,"Tot ce este în Pro plus Modul Duo pentru compatibilitatea partenerului. Comparați două horoscoape natale pentru a găsi destinații ideale pentru luna de miere, relocare sau călătorii unde ambii prosperă. Include 100 de întrebări AI pe lună. Perfect pentru cupluri. Facturare lunară."
ro,com.cartostar.duo.annual,CartoStar Duo Anual,"Tot ce este în Pro plus Modul Duo pentru compatibilitatea partenerului la cel mai bun preț. Comparați două horoscoape natale pentru a găsi destinații comune ideale. Include 100 de întrebări AI pe lună. Economisiți 50%. Perfect pentru cupluri. Facturare anuală."
ro,com.cartostar.lifetime,CartoStar Pe Viață,"Plătiți o dată, dețineți pentru totdeauna. Include toate funcțiile Pro și Duo cu acces permanent. Glob 3D, clasamente ale orașelor, interpretări ale liniilor planetare, Modul Duo și 200 de întrebări AI. Toate funcțiile viitoare incluse. Achiziție unică."
hr,com.cartostar.pro.monthly,CartoStar Pro Mjesečno,"Puni pristup značajkama astrokartografije CartoStar. Uključuje interaktivni 3D globus, rangiranje gradova sa Scout, interpretacije planetarnih linija, analizu rodnog horoskopa i 50 AI pitanja mjesečno. Mjesečna naplata. Otkažite bilo kada."
hr,com.cartostar.pro.annual,CartoStar Pro Godišnje,"Puni pristup značajkama astrokartografije CartoStar po najboljoj cijeni. Uključuje interaktivni 3D globus, rangiranje gradova sa Scout, interpretacije planetarnih linija, analizu rodnog horoskopa i 50 AI pitanja mjesečno. Uštedite 50%. Godišnja naplata."
hr,com.cartostar.duo.monthly,CartoStar Duo Mjesečno,"Sve iz Pro plus Duo način za kompatibilnost partnera. Usporedite dva rodna horoskopa kako biste pronašli idealne destinacije za medeni mjesec, preseljenje ili putovanja gdje oboje napreduju. Uključuje 100 AI pitanja mjesečno. Savršeno za parove. Mjesečna naplata."
hr,com.cartostar.duo.annual,CartoStar Duo Godišnje,"Sve iz Pro plus Duo način za kompatibilnost partnera po najboljoj cijeni. Usporedite dva rodna horoskopa kako biste pronašli idealne zajedničke destinacije. Uključuje 100 AI pitanja mjesečno. Uštedite 50%. Savršeno za parove. Godišnja naplata."
hr,com.cartostar.lifetime,CartoStar Doživotno,"Platite jednom, posjedujte zauvijek. Uključuje sve Pro i Duo značajke s trajnim pristupom. 3D globus, rangiranje gradova, interpretacije planetarnih linija, Duo način i 200 AI pitanja. Sve buduće značajke uključene. Jednokratna kupnja."
el,com.cartostar.pro.monthly,CartoStar Pro Μηνιαίο,"Πλήρης πρόσβαση στις λειτουργίες αστροχαρτογραφίας του CartoStar. Περιλαμβάνει διαδραστική 3D υδρόγειο, κατάταξη πόλεων με Scout, ερμηνείες πλανητικών γραμμών, ανάλυση γενέθλιου ωροσκοπίου και 50 ερωτήσεις AI το μήνα. Μηνιαία χρέωση. Ακύρωση ανά πάσα στιγμή."
el,com.cartostar.pro.annual,CartoStar Pro Ετήσιο,"Πλήρης πρόσβαση στις λειτουργίες αστροχαρτογραφίας του CartoStar στην καλύτερη τιμή. Περιλαμβάνει διαδραστική 3D υδρόγειο, κατάταξη πόλεων με Scout, ερμηνείες πλανητικών γραμμών, ανάλυση γενέθλιου ωροσκοπίου και 50 ερωτήσεις AI το μήνα. Εξοικονομήστε 50%. Ετήσια χρέωση."
el,com.cartostar.duo.monthly,CartoStar Duo Μηνιαίο,"Τα πάντα από το Pro συν τη λειτουργία Duo για συμβατότητα συντρόφου. Συγκρίνετε δύο γενέθλια ωροσκόπια για να βρείτε ιδανικούς προορισμούς για μήνα του μέλιτος, μετεγκατάσταση ή ταξίδια όπου και οι δύο ευδοκιμούν. Περιλαμβάνει 100 ερωτήσεις AI το μήνα. Ιδανικό για ζευγάρια. Μηνιαία χρέωση."
el,com.cartostar.duo.annual,CartoStar Duo Ετήσιο,"Τα πάντα από το Pro συν τη λειτουργία Duo για συμβατότητα συντρόφου στην καλύτερη τιμή. Συγκρίνετε δύο γενέθλια ωροσκόπια για να βρείτε ιδανικούς κοινούς προορισμούς. Περιλαμβάνει 100 ερωτήσεις AI το μήνα. Εξοικονομήστε 50%. Ιδανικό για ζευγάρια. Ετήσια χρέωση."
el,com.cartostar.lifetime,CartoStar Εφ' Όρου Ζωής,"Πληρώστε μία φορά, κατέχετε για πάντα. Περιλαμβάνει όλες τις λειτουργίες Pro και Duo με μόνιμη πρόσβαση. 3D υδρόγειος, κατάταξη πόλεων, ερμηνείες πλανητικών γραμμών, λειτουργία Duo και 200 ερωτήσεις AI. Όλες οι μελλοντικές λειτουργίες περιλαμβάνονται. Εφάπαξ αγορά."
he,com.cartostar.pro.monthly,CartoStar Pro חודשי,"גישה מלאה לתכונות האסטרוקרטוגרפיה של CartoStar. כולל גלובוס 3D אינטראקטיבי, דירוגי ערים עם Scout, פירושי קווי כוכבי לכת, ניתוח מפת לידה ו-50 שאלות AI בחודש. חיוב חודשי. בטל בכל עת."
he,com.cartostar.pro.annual,CartoStar Pro שנתי,"גישה מלאה לתכונות האסטרוקרטוגרפיה של CartoStar במחיר הטוב ביותר. כולל גלובוס 3D אינטראקטיבי, דירוגי ערים עם Scout, פירושי קווי כוכבי לכת, ניתוח מפת לידה ו-50 שאלות AI בחודש. חסוך 50%. חיוב שנתי."
he,com.cartostar.duo.monthly,CartoStar Duo חודשי,"הכל מ-Pro בתוספת מצב Duo לתאימות בני זוג. השווה שתי מפות לידה כדי למצוא יעדים אידיאליים לירח דבש, מעבר דירה או נסיעות שבהן שניהם משגשגים. כולל 100 שאלות AI בחודש. מושלם לזוגות. חיוב חודשי."
he,com.cartostar.duo.annual,CartoStar Duo שנתי,"הכל מ-Pro בתוספת מצב Duo לתאימות בני זוג במחיר הטוב ביותר. השווה שתי מפות לידה כדי למצוא יעדים משותפים אידיאליים. כולל 100 שאלות AI בחודש. חסוך 50%. מושלם לזוגות. חיוב שנתי."
he,com.cartostar.lifetime,CartoStar לכל החיים,"שלם פעם אחת, החזק לנצח. כולל את כל תכונות Pro ו-Duo עם גישה קבועה. גלובוס 3D, דירוגי ערים, פירושי קווי כוכבי לכת, מצב Duo ו-200 שאלות AI. כל התכונות העתידיות כלולות. רכישה חד פעמית."
ca,com.cartostar.pro.monthly,CartoStar Pro Mensual,"Accés complet a les funcions d'astrocartografia de CartoStar. Inclou globus 3D interactiu, classificacions de ciutats amb Scout, interpretacions de línies planetàries, anàlisi de carta natal i 50 preguntes d'IA al mes. Facturació mensual. Cancel·la en qualsevol moment."
ca,com.cartostar.pro.annual,CartoStar Pro Anual,"Accés complet a les funcions d'astrocartografia de CartoStar al millor preu. Inclou globus 3D interactiu, classificacions de ciutats amb Scout, interpretacions de línies planetàries, anàlisi de carta natal i 50 preguntes d'IA al mes. Estalvia 50%. Facturació anual."
ca,com.cartostar.duo.monthly,CartoStar Duo Mensual,"Tot el de Pro més el Mode Duo per a compatibilitat de parella. Compara dues cartes natals per trobar destinacions ideals per a lluna de mel, mudança o viatges on ambdós prosperaran. Inclou 100 preguntes d'IA al mes. Perfecte per a parelles. Facturació mensual."
ca,com.cartostar.duo.annual,CartoStar Duo Anual,"Tot el de Pro més el Mode Duo per a compatibilitat de parella al millor preu. Compara dues cartes natals per trobar destinacions compartides ideals. Inclou 100 preguntes d'IA al mes. Estalvia 50%. Perfecte per a parelles. Facturació anual."
ca,com.cartostar.lifetime,CartoStar Vitalici,"Paga un cop, posseeix per sempre. Inclou totes les funcions Pro i Duo amb accés permanent. Globus 3D, classificacions de ciutats, interpretacions de línies planetàries, Mode Duo i 200 preguntes d'IA. Totes les funcions futures incloses. Compra única."
en-GB,com.cartostar.pro.monthly,CartoStar Pro Monthly,"Full access to CartoStar astrocartography features. Includes 3D interactive globe, city rankings with Scout, planetary line interpretations, natal chart analysis, and 50 AI-powered questions per month. Billed monthly. Cancel anytime."
